DrainI(1),DrainV(1),GateI(1),GateV(1),IDRAIN(1),IGATE(1),IDMAX(1),RD(1),IGLEAK(1),DrainI(2),DrainV(2),GateI(2),GateV(2),IDRAIN(2),IGATE(2),IDMAX(2),RD(2),IGLEAK(2),DrainI(3),DrainV(3),GateI(3),GateV(3),IDRAIN(3),IGATE(3),IDMAX(3),RD(3),IGLEAK(3),DrainI(4),DrainV(4),GateI(4),GateV(4),IDRAIN(4),IGATE(4),IDMAX(4),RD(4),IGLEAK(4),DrainI(5),DrainV(5),GateI(5),GateV(5),IDRAIN(5),IGATE(5),IDMAX(5),RD(5),IGLEAK(5),DrainI(6),DrainV(6),GateI(6),GateV(6),IDRAIN(6),IGATE(6),IDMAX(6),RD(6),IGLEAK(6),DrainI(7),DrainV(7),GateI(7),GateV(7),IDRAIN(7),IGATE(7),IDMAX(7),RD(7),IGLEAK(7),DrainI(8),DrainV(8),GateI(8),GateV(8),IDRAIN(8),IGATE(8),IDMAX(8),RD(8),IGLEAK(8),DrainI(9),DrainV(9),GateI(9),GateV(9),IDRAIN(9),IGATE(9),IDMAX(9),RD(9),IGLEAK(9),DrainI(10),DrainV(10),GateI(10),GateV(10),IDRAIN(10),IGATE(10),IDMAX(10),RD(10),IGLEAK(10),DrainI(11),DrainV(11),GateI(11),GateV(11),IDRAIN(11),IGATE(11),IDMAX(11),RD(11),IGLEAK(11),DrainI(12),DrainV(12),GateI(12),GateV(12),IDRAIN(12),IGATE(12),IDMAX(12),RD(12),IGLEAK(12),DrainI(13),DrainV(13),GateI(13),GateV(13),IDRAIN(13),IGATE(13),IDMAX(13),RD(13),IGLEAK(13),DrainI(14),DrainV(14),GateI(14),GateV(14),IDRAIN(14),IGATE(14),IDMAX(14),RD(14),IGLEAK(14),DrainI(15),DrainV(15),GateI(15),GateV(15),IDRAIN(15),IGATE(15),IDMAX(15),RD(15),IGLEAK(15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7275E-6,5.8004E+0,-4.0509E-6,-5.0000E+0,38.3896E-3,-81.0186E-3,,4.8107E+6,,1.5933E-6,5.8004E+0,-3.2668E-6,-4.5000E+0,35.4054E-3,-65.3369E-3,,4.6185E+6,,1.4341E-6,5.8004E+0,-2.5331E-6,-4.0000E+0,31.8694E-3,-50.6615E-3,,3.2084E+6,,1.3891E-6,5.8004E+0,-1.9125E-6,-3.5000E+0,30.8690E-3,-38.2503E-3,,6.7519E+6,,1.8398E-3,5.8004E+0,-1.5477E-6,-3.0000E+0,40.8834E+0,-30.9546E-3,,2.1699E+3,,9.4587E-3,5.8004E+0,-1.1662E-6,-2.5000E+0,210.1908E+0,-23.3234E-3,,1.6923E+3,,17.3318E-3,5.8004E+0,-751.0662E-9,-2.0000E+0,385.1465E+0,-15.0213E-3,,2.4969E+3,,24.9803E-3,5.8004E+0,-553.9969E-9,-1.5000E+0,555.1131E+0,-11.0799E-3,,3.7921E+3,,32.2855E-3,5.8005E+0,-424.0155E-9,-1.0000E+0,717.4491E+0,-8.4803E-3,,11.6026E+3,,39.0892E-3,5.8005E+0,-352.7348E-9,-500.0000E-3,868.6401E+0,-7.0547E-3,,13.3757E+3,,45.2703E-3,5.8005E+0,-247.9101E-9,000.0000E+0,1.0060E+3,-4.9582E-3,,-10.5913E+3,,50.8104E-3,5.8005E+0,-210.1733E-9,500.0000E-3,1.1291E+3,-4.2035E-3,,-7.7516E+3,,55.6291E-3,5.8005E+0,-231.1390E-9,1.0000E+0,1.2362E+3,-4.6228E-3,,-15.4971E+3,,59.6466E-3,5.8005E+0,-323.3836E-9,1.5000E+0,1.3255E+3,-6.4677E-3,,14.2346E+3,,62.7296E-3,5.8005E+0,-398.8571E-9,2.0000E+0,1.3940E+3,-7.9771E-3,,2.4010E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7515E-6,5.9004E+0,-4.1180E-6,-5.0000E+0,38.9221E-3,-82.3603E-3,,4.1747E+6,,1.6214E-6,5.9004E+0,-3.2794E-6,-4.5000E+0,36.0302E-3,-65.5885E-3,,3.5575E+6,,1.4575E-6,5.9004E+0,-2.5834E-6,-4.0000E+0,32.3890E-3,-51.6678E-3,,4.2776E+6,,1.4266E-6,5.9004E+0,-1.9167E-6,-3.5000E+0,31.7019E-3,-38.3342E-3,,2.6683E+6,,1.8705E-3,5.9005E+0,-1.5897E-6,-3.0000E+0,41.5672E+0,-31.7932E-3,,3.2510E+3,,9.5104E-3,5.9004E+0,-1.1787E-6,-2.5000E+0,211.3397E+0,-23.5749E-3,,1.9348E+3,,17.3710E-3,5.9005E+0,-696.5583E-9,-2.0000E+0,386.0189E+0,-13.9312E-3,,2.5480E+3,,25.0066E-3,5.9005E+0,-566.5752E-9,-1.5000E+0,555.6969E+0,-11.3315E-3,,3.8076E+3,,32.2948E-3,5.9005E+0,-398.8571E-9,-1.0000E+0,717.6555E+0,-7.9771E-3,,10.7700E+3,,39.0946E-3,5.9005E+0,-361.1203E-9,-500.0000E-3,868.7591E+0,-7.2224E-3,,18.6743E+3,,45.2630E-3,5.9005E+0,-314.9980E-9,000.0000E+0,1.0058E+3,-6.3000E-3,,-13.6928E+3,,50.7993E-3,5.9005E+0,-168.2438E-9,500.0000E-3,1.1289E+3,-3.3649E-3,,-9.0198E+3,,55.6227E-3,5.9005E+0,-214.3661E-9,1.0000E+0,1.2360E+3,-4.2873E-3,,-15.7227E+3,,59.6521E-3,5.9005E+0,-398.8571E-9,1.5000E+0,1.3256E+3,-7.9771E-3,,18.2039E+3,,62.7615E-3,5.9005E+0,-361.1203E-9,2.0000E+0,1.3947E+3,-7.2224E-3,,3.1334E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7790E-6,6.0001E+0,-4.1138E-6,-5.0000E+0,39.5321E-3,-82.2765E-3,,3.6313E+6,,1.6426E-6,6.0001E+0,-3.3172E-6,-4.5000E+0,36.5012E-3,-66.3432E-3,,4.7032E+6,,1.4877E-6,6.0001E+0,-2.5540E-6,-4.0000E+0,33.0593E-3,-51.0808E-3,,3.3052E+6,,1.4677E-6,6.0001E+0,-1.8999E-6,-3.5000E+0,32.6156E-3,-37.9988E-3,,2.4248E+6,,1.9100E-3,6.0001E+0,-1.5687E-6,-3.0000E+0,42.4438E+0,-31.3739E-3,,2.5269E+3,,9.5618E-3,6.0001E+0,-1.1829E-6,-2.5000E+0,212.4826E+0,-23.6588E-3,,1.9383E+3,,17.4086E-3,6.0002E+0,-734.2933E-9,-2.0000E+0,386.8535E+0,-14.6859E-3,,2.6542E+3,,25.0353E-3,6.0002E+0,-533.0330E-9,-1.5000E+0,556.3336E+0,-10.6607E-3,,3.4797E+3,,32.3047E-3,6.0002E+0,-436.5938E-9,-1.0000E+0,717.8748E+0,-8.7319E-3,,10.1029E+3,,39.0947E-3,6.0002E+0,-356.9276E-9,-500.0000E-3,868.7620E+0,-7.1386E-3,,764.5806E+3,,45.2586E-3,6.0002E+0,-256.2956E-9,000.0000E+0,1.0057E+3,-5.1259E-3,,-22.7368E+3,,50.7871E-3,6.0002E+0,-210.1733E-9,500.0000E-3,1.1286E+3,-4.2035E-3,,-8.1739E+3,,55.6131E-3,6.0002E+0,-151.4727E-9,1.0000E+0,1.2358E+3,-3.0295E-3,,-10.3318E+3,,59.6533E-3,6.0002E+0,-419.8209E-9,1.5000E+0,1.3256E+3,-8.3964E-3,,83.1042E+3,,62.7890E-3,6.0002E+0,-432.4011E-9,2.0000E+0,1.3953E+3,-8.6480E-3,,3.6221E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8027E-6,6.1000E+0,-4.1977E-6,-5.0000E+0,40.0598E-3,-83.9537E-3,,4.2092E+6,,1.6682E-6,6.1000E+0,-3.3255E-6,-4.5000E+0,37.0716E-3,-66.5109E-3,,3.8932E+6,,1.5099E-6,6.1000E+0,-2.5918E-6,-4.0000E+0,33.5520E-3,-51.8356E-3,,4.5081E+6,,1.5059E-6,6.1000E+0,-1.9838E-6,-3.5000E+0,33.4646E-3,-39.6759E-3,,2.6159E+6,,1.9522E-3,6.1001E+0,-1.6232E-6,-3.0000E+0,43.3827E+0,-32.4640E-3,,2.3656E+3,,9.6070E-3,6.1001E+0,-1.1704E-6,-2.5000E+0,213.4865E+0,-23.4073E-3,,2.2122E+3,,17.4424E-3,6.1001E+0,-788.8029E-9,-2.0000E+0,387.6043E+0,-15.7761E-3,,2.9581E+3,,25.0602E-3,6.1001E+0,-621.0830E-9,-1.5000E+0,556.8869E+0,-12.4217E-3,,4.0140E+3,,32.3149E-3,6.1001E+0,-432.4011E-9,-1.0000E+0,718.1022E+0,-8.6480E-3,,9.7661E+3,,39.0971E-3,6.1001E+0,-407.2426E-9,-500.0000E-3,868.8164E+0,-8.1449E-3,,40.8334E+3,,45.2554E-3,6.1002E+0,-268.8739E-9,000.0000E+0,1.0057E+3,-5.3775E-3,,-31.1586E+3,,50.7731E-3,6.1002E+0,-193.4022E-9,500.0000E-3,1.1283E+3,-3.8680E-3,,-7.1543E+3,,55.6011E-3,6.1002E+0,-247.9101E-9,1.0000E+0,1.2356E+3,-4.9582E-3,,-8.3809E+3,,59.6513E-3,6.1002E+0,-344.3492E-9,1.5000E+0,1.3256E+3,-6.8870E-3,,-50.6175E+3,,62.8073E-3,6.1002E+0,-369.5059E-9,2.0000E+0,1.3957E+3,-7.3901E-3,,5.4756E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8237E-6,6.2001E+0,-4.1683E-6,-5.0000E+0,40.5261E-3,-83.3666E-3,,4.7677E+6,,1.6905E-6,6.2001E+0,-3.3884E-6,-4.5000E+0,37.5669E-3,-67.7688E-3,,4.4887E+6,,1.5350E-6,6.2001E+0,-2.6169E-6,-4.0000E+0,34.1099E-3,-52.3387E-3,,3.9845E+6,,1.5129E-6,6.2001E+0,-2.0257E-6,-3.5000E+0,33.6197E-3,-40.5145E-3,,14.3325E+6,,1.9877E-3,6.2001E+0,-1.5855E-6,-3.0000E+0,44.1697E+0,-31.7093E-3,,2.8251E+3,,9.6480E-3,6.2001E+0,-1.1578E-6,-2.5000E+0,214.3987E+0,-23.1557E-3,,2.4375E+3,,17.4767E-3,6.2001E+0,-746.8734E-9,-2.0000E+0,388.3682E+0,-14.9375E-3,,2.9107E+3,,25.0871E-3,6.2002E+0,-604.3119E-9,-1.5000E+0,557.4863E+0,-12.0862E-3,,3.7090E+3,,32.3253E-3,6.2002E+0,-470.1360E-9,-1.0000E+0,718.3333E+0,-9.4027E-3,,9.6194E+3,,39.0957E-3,6.2002E+0,-344.3492E-9,-500.0000E-3,868.7850E+0,-6.8870E-3,,-70.6799E+3,,45.2568E-3,6.2002E+0,-268.8739E-9,000.0000E+0,1.0057E+3,-5.3775E-3,,71.2434E+3,,50.7597E-3,6.2002E+0,-210.1733E-9,500.0000E-3,1.1280E+3,-4.2035E-3,,-7.4709E+3,,55.5907E-3,6.2002E+0,-235.3318E-9,1.0000E+0,1.2353E+3,-4.7066E-3,,-9.5474E+3,,59.6479E-3,6.2002E+0,-377.8914E-9,1.5000E+0,1.3255E+3,-7.5578E-3,,-29.2270E+3,,62.8225E-3,6.2002E+0,-365.3131E-9,2.0000E+0,1.3960E+3,-7.3063E-3,,6.5952E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8473E-6,6.3001E+0,-4.2186E-6,-5.0000E+0,41.0507E-3,-84.3730E-3,,4.2376E+6,,1.7227E-6,6.3001E+0,-3.4094E-6,-4.5000E+0,38.2816E-3,-68.1881E-3,,3.1105E+6,,1.5531E-6,6.3001E+0,-2.7343E-6,-4.0000E+0,34.5135E-3,-54.6868E-3,,5.5083E+6,,1.5382E-6,6.3001E+0,-2.0886E-6,-3.5000E+0,34.1823E-3,-41.7724E-3,,3.9512E+6,,2.0316E-3,6.3002E+0,-1.6609E-6,-3.0000E+0,45.1462E+0,-33.2188E-3,,2.2764E+3,,9.6864E-3,6.3002E+0,-1.2207E-6,-2.5000E+0,215.2508E+0,-24.4136E-3,,2.6090E+3,,17.5073E-3,6.3002E+0,-776.2246E-9,-2.0000E+0,389.0471E+0,-15.5245E-3,,3.2742E+3,,25.1128E-3,6.3002E+0,-663.0125E-9,-1.5000E+0,558.0571E+0,-13.2603E-3,,3.8950E+3,,32.3369E-3,6.3002E+0,-491.1017E-9,-1.0000E+0,718.5896E+0,-9.8220E-3,,8.6735E+3,,39.0949E-3,6.3002E+0,-323.3836E-9,-500.0000E-3,868.7678E+0,-6.4677E-3,,-129.7240E+3,,45.2568E-3,6.3002E+0,-319.1890E-9,000.0000E+0,1.0057E+3,-6.3838E-3,,-1.3425E+6,,50.7457E-3,6.3002E+0,-222.7516E-9,500.0000E-3,1.1277E+3,-4.4550E-3,,-7.1088E+3,,55.5781E-3,6.3003E+0,-226.9444E-9,1.0000E+0,1.2351E+3,-4.5389E-3,,-7.9684E+3,,59.6436E-3,6.3003E+0,-382.0860E-9,1.5000E+0,1.3254E+3,-7.6417E-3,,-23.6168E+3,,62.8330E-3,6.3003E+0,-386.2770E-9,2.0000E+0,1.3963E+3,-7.7255E-3,,9.4482E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8761E-6,6.3998E+0,-4.2522E-6,-5.0000E+0,41.6905E-3,-85.0438E-3,,3.4627E+6,,1.7390E-6,6.3998E+0,-3.4597E-6,-4.5000E+0,38.6433E-3,-69.1944E-3,,6.1257E+6,,1.5774E-6,6.3998E+0,-2.6924E-6,-4.0000E+0,35.0531E-3,-53.8482E-3,,4.1056E+6,,1.5425E-6,6.3998E+0,-2.1054E-6,-3.5000E+0,34.2764E-3,-42.1079E-3,,23.5449E+6,,2.0727E-3,6.3999E+0,-1.6693E-6,-3.0000E+0,46.0594E+0,-33.3865E-3,,2.4261E+3,,9.7220E-3,6.3999E+0,-1.2165E-6,-2.5000E+0,216.0426E+0,-24.3297E-3,,2.7978E+3,,17.5376E-3,6.3999E+0,-801.3812E-9,-2.0000E+0,389.7211E+0,-16.0276E-3,,3.2872E+3,,25.1364E-3,6.3999E+0,-658.8198E-9,-1.5000E+0,558.5805E+0,-13.1764E-3,,4.2327E+3,,32.3489E-3,6.3999E+0,-432.4011E-9,-1.0000E+0,718.8582E+0,-8.6480E-3,,8.2497E+3,,39.0901E-3,6.3999E+0,-369.5059E-9,-500.0000E-3,868.6596E+0,-7.3901E-3,,-20.4740E+3,,45.2579E-3,6.3999E+0,-268.8739E-9,000.0000E+0,1.0057E+3,-5.3775E-3,,91.9643E+3,,50.7313E-3,6.3999E+0,-214.3661E-9,500.0000E-3,1.1274E+3,-4.2873E-3,,-6.9639E+3,,55.5646E-3,6.4000E+0,-268.8739E-9,1.0000E+0,1.2348E+3,-5.3775E-3,,-7.3905E+3,,59.6350E-3,6.4000E+0,-403.0499E-9,1.5000E+0,1.3252E+3,-8.0610E-3,,-11.5547E+3,,62.8385E-3,6.4000E+0,-373.6986E-9,2.0000E+0,1.3964E+3,-7.4740E-3,,18.2798E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8912E-6,6.4999E+0,-4.2732E-6,-5.0000E+0,42.0255E-3,-85.4631E-3,,6.6360E+6,,1.7715E-6,6.4999E+0,-3.4346E-6,-4.5000E+0,39.3667E-3,-68.6913E-3,,3.0739E+6,,1.6083E-6,6.4999E+0,-2.6463E-6,-4.0000E+0,35.7393E-3,-52.9257E-3,,3.2403E+6,,1.5643E-6,6.4999E+0,-2.0844E-6,-3.5000E+0,34.7608E-3,-41.6886E-3,,4.5911E+6,,2.1098E-3,6.4999E+0,-1.6861E-6,-3.0000E+0,46.8845E+0,-33.7220E-3,,2.6948E+3,,9.7536E-3,6.4999E+0,-1.2710E-6,-2.5000E+0,216.7450E+0,-25.4199E-3,,3.1652E+3,,17.5644E-3,6.4999E+0,-822.3451E-9,-2.0000E+0,390.3150E+0,-16.4469E-3,,3.7435E+3,,25.1618E-3,6.4999E+0,-574.9625E-9,-1.5000E+0,559.1446E+0,-11.4993E-3,,3.9414E+3,,32.3607E-3,6.5000E+0,-465.9450E-9,-1.0000E+0,719.1185E+0,-9.3189E-3,,8.5429E+3,,39.0889E-3,6.5000E+0,-382.0860E-9,-500.0000E-3,868.6339E+0,-7.6417E-3,,-86.3650E+3,,45.2556E-3,6.5000E+0,-260.4902E-9,000.0000E+0,1.0057E+3,-5.2098E-3,,-43.5316E+3,,50.7178E-3,6.5000E+0,-235.3318E-9,500.0000E-3,1.1271E+3,-4.7066E-3,,-7.3992E+3,,55.5501E-3,6.5000E+0,-218.5607E-9,1.0000E+0,1.2344E+3,-4.3712E-3,,-6.8767E+3,,59.6295E-3,6.5000E+0,-407.2426E-9,1.5000E+0,1.3251E+3,-8.1449E-3,,-18.1374E+3,,62.8433E-3,6.5000E+0,-398.8571E-9,2.0000E+0,1.3965E+3,-7.9771E-3,,20.7555E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9134E-6,6.5999E+0,-4.3193E-6,-5.0000E+0,42.5190E-3,-86.3856E-3,,4.5043E+6,,1.7809E-6,6.5999E+0,-3.5017E-6,-4.5000E+0,39.5741E-3,-70.0330E-3,,10.7149E+6,,1.6279E-6,6.5999E+0,-2.8140E-6,-4.0000E+0,36.1759E-3,-56.2801E-3,,5.0916E+6,,1.6023E-6,6.5999E+0,-2.1096E-6,-3.5000E+0,35.6074E-3,-42.1917E-3,,2.6249E+6,,2.1490E-3,6.5999E+0,-1.6442E-6,-3.0000E+0,47.7558E+0,-32.8833E-3,,2.5508E+3,,9.7850E-3,6.5999E+0,-1.2962E-6,-2.5000E+0,217.4430E+0,-25.9230E-3,,3.1844E+3,,17.5916E-3,6.5999E+0,-797.1885E-9,-2.0000E+0,390.9196E+0,-15.9438E-3,,3.6764E+3,,25.1821E-3,6.6000E+0,-633.6631E-9,-1.5000E+0,559.5960E+0,-12.6733E-3,,4.9235E+3,,32.3727E-3,6.6000E+0,-495.2944E-9,-1.0000E+0,719.3872E+0,-9.9059E-3,,8.2709E+3,,39.0874E-3,6.6000E+0,-398.8571E-9,-500.0000E-3,868.6010E+0,-7.9771E-3,,-67.6298E+3,,45.2519E-3,6.6000E+0,-281.4540E-9,000.0000E+0,1.0056E+3,-5.6291E-3,,-27.5651E+3,,50.7036E-3,6.6000E+0,-189.2095E-9,500.0000E-3,1.1267E+3,-3.7842E-3,,-7.0413E+3,,55.5352E-3,6.6000E+0,-214.3661E-9,1.0000E+0,1.2341E+3,-4.2873E-3,,-6.7184E+3,,59.6181E-3,6.6000E+0,-356.9276E-9,1.5000E+0,1.3248E+3,-7.1386E-3,,-8.8014E+3,,62.8454E-3,6.6000E+0,-386.2770E-9,2.0000E+0,1.3966E+3,-7.7255E-3,,48.2910E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9318E-6,6.6996E+0,-4.3193E-6,-5.0000E+0,42.9279E-3,-86.3856E-3,,5.4190E+6,,1.8106E-6,6.6996E+0,-3.4975E-6,-4.5000E+0,40.2352E-3,-69.9492E-3,,3.3516E+6,,1.6562E-6,6.6996E+0,-2.8601E-6,-4.0000E+0,36.8038E-3,-57.2026E-3,,3.5286E+6,,1.6183E-6,6.6996E+0,-2.1725E-6,-3.5000E+0,35.9622E-3,-43.4496E-3,,6.2454E+6,,2.1888E-3,6.6996E+0,-1.7113E-6,-3.0000E+0,48.6404E+0,-34.2251E-3,,2.5048E+3,,9.8132E-3,6.6996E+0,-1.2752E-6,-2.5000E+0,218.0687E+0,-25.5037E-3,,3.5413E+3,,17.6166E-3,6.6997E+0,-822.3451E-9,-2.0000E+0,391.4762E+0,-16.4469E-3,,3.9808E+3,,25.2032E-3,6.6997E+0,-612.6975E-9,-1.5000E+0,560.0663E+0,-12.2539E-3,,4.7113E+3,,32.3837E-3,6.6997E+0,-524.6457E-9,-1.0000E+0,719.6315E+0,-10.4929E-3,,9.0691E+3,,39.0857E-3,6.6997E+0,-382.0860E-9,-500.0000E-3,868.5615E+0,-7.6417E-3,,-56.1053E+3,,45.2456E-3,6.6997E+0,-310.8053E-9,000.0000E+0,1.0054E+3,-6.2161E-3,,-15.8642E+3,,50.6929E-3,6.6997E+0,-218.5607E-9,500.0000E-3,1.1265E+3,-4.3712E-3,,-9.3448E+3,,55.5187E-3,6.6997E+0,-264.6811E-9,1.0000E+0,1.2337E+3,-5.2936E-3,,-6.0580E+3,,59.6080E-3,6.6997E+0,-361.1203E-9,1.5000E+0,1.3246E+3,-7.2224E-3,,-9.8364E+3,,62.8457E-3,6.6997E+0,-398.8571E-9,2.0000E+0,1.3966E+3,-7.9771E-3,,352.1516E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9515E-6,6.7997E+0,-4.3319E-6,-5.0000E+0,43.3656E-3,-86.6372E-3,,5.0808E+6,,1.8387E-6,6.7997E+0,-3.4975E-6,-4.5000E+0,40.8599E-3,-69.9492E-3,,3.5598E+6,,1.6790E-6,6.7997E+0,-2.8643E-6,-4.0000E+0,37.3113E-3,-57.2864E-3,,4.3818E+6,,1.6438E-6,6.7997E+0,-2.1683E-6,-3.5000E+0,36.5275E-3,-43.3658E-3,,3.9342E+6,,2.2259E-3,6.7997E+0,-1.7448E-6,-3.0000E+0,49.4650E+0,-34.8960E-3,,2.6972E+3,,9.8407E-3,6.7997E+0,-1.3129E-6,-2.5000E+0,218.6789E+0,-26.2585E-3,,3.6444E+3,,17.6393E-3,6.7997E+0,-797.1885E-9,-2.0000E+0,391.9802E+0,-15.9438E-3,,4.4124E+3,,25.2228E-3,6.7997E+0,-633.6631E-9,-1.5000E+0,560.5019E+0,-12.6733E-3,,5.1062E+3,,32.3958E-3,6.7998E+0,-465.9450E-9,-1.0000E+0,719.8988E+0,-9.3189E-3,,8.3201E+3,,39.0826E-3,6.7998E+0,-386.2770E-9,-500.0000E-3,868.4942E+0,-7.7255E-3,,-33.0048E+3,,45.2355E-3,6.7998E+0,-327.5763E-9,000.0000E+0,1.0052E+3,-6.5515E-3,,-9.8521E+3,,50.6825E-3,6.7998E+0,-193.4022E-9,500.0000E-3,1.1263E+3,-3.8680E-3,,-9.5879E+3,,55.5026E-3,6.7998E+0,-281.4540E-9,1.0000E+0,1.2334E+3,-5.6291E-3,,-6.1936E+3,,59.5957E-3,6.7998E+0,-394.6643E-9,1.5000E+0,1.3243E+3,-7.8933E-3,,-8.1419E+3,,62.8405E-3,6.7998E+0,-440.7848E-9,2.0000E+0,1.3964E+3,-8.8157E-3,,-19.2735E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9787E-6,6.8999E+0,-4.3067E-6,-5.0000E+0,43.9717E-3,-86.1340E-3,,3.6729E+6,,1.8565E-6,6.8999E+0,-3.5604E-6,-4.5000E+0,41.2541E-3,-71.2071E-3,,5.6472E+6,,1.7100E-6,6.8999E+0,-2.8685E-6,-4.0000E+0,37.9996E-3,-57.3702E-3,,3.2345E+6,,1.6759E-6,6.8999E+0,-2.1725E-6,-3.5000E+0,37.2410E-3,-43.4496E-3,,3.1201E+6,,2.2654E-3,6.8999E+0,-1.8161E-6,-3.0000E+0,50.3409E+0,-36.3216E-3,,2.5415E+3,,9.8647E-3,6.8999E+0,-1.3842E-6,-2.5000E+0,219.2131E+0,-27.6841E-3,,4.1678E+3,,17.6606E-3,6.8999E+0,-834.9252E-9,-2.0000E+0,392.4545E+0,-16.6985E-3,,4.6938E+3,,25.2407E-3,6.8999E+0,-658.8198E-9,-1.5000E+0,560.8981E+0,-13.1764E-3,,5.6176E+3,,32.4063E-3,6.8999E+0,-457.5577E-9,-1.0000E+0,720.1323E+0,-9.1512E-3,,9.5327E+3,,39.0797E-3,6.9000E+0,-432.4011E-9,-500.0000E-3,868.4283E+0,-8.6480E-3,,-33.7840E+3,,45.2264E-3,6.9000E+0,-302.4197E-9,000.0000E+0,1.0050E+3,-6.0484E-3,,-10.9677E+3,,50.6750E-3,6.9000E+0,-197.5932E-9,500.0000E-3,1.1261E+3,-3.9519E-3,,-13.3603E+3,,55.4854E-3,6.9000E+0,-268.8739E-9,1.0000E+0,1.2330E+3,-5.3775E-3,,-5.8255E+3,,59.5825E-3,6.9000E+0,-444.9794E-9,1.5000E+0,1.3240E+3,-8.8996E-3,,-7.5684E+3,,62.8361E-3,6.9000E+0,-428.2065E-9,2.0000E+0,1.3963E+3,-8.5641E-3,,-22.9060E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
